,0
HOMA_IR,0.023846257
AS1_SLPAMSF,0.02551477
AS1_DRINK,0.027900137
AS1_INCOME,0.028764244
AS1_HVSMAM,0.030251201
AS1_EDUA,0.031372268
AS1_SEX,0.03480129
HAS_HYPERLIPIDEMI,0.036433708
AS1_PHYACTH,0.036920194
AS1_TIED,0.03915323
AS1_AGE,0.060604367
AS1_PHYACTM,0.067860976
HAS_DIABETES,0.07396982
AS1_HEALTH,0.11318049
AS1_SMOKEA,0.12229432
HAS_HYPERTENSION,0.24713272
