,0
AS1_AGE,0.08511772
AS1_PHYACTM,0.09397111
HAS_HYPERLIPIDEMI,0.12105227
HAS_DIABETES,0.14095242
AS1_SMOKEA,0.15583307
AS1_HEALTH,0.17656025
HAS_HYPERTENSION,0.22651318
