,0
AS1_TIED,0.029832749
AS1_INCOME,0.03159366
AS1_EDUA,0.038682662
AS1_PHYACTH,0.048007198
AS1_AGE,0.049252737
AS1_HVSMAM,0.061534196
HAS_HYPERLIPIDEMI,0.065447144
AS1_PHYACTM,0.06802083
HAS_DIABETES,0.06899535
AS1_HEALTH,0.0860639
AS1_SMOKEA,0.12676182
HAS_HYPERTENSION,0.32580778
