,0
HAS_DIABETES,0.07804705
AS1_PHYACTM,0.10793558
AS1_SMOKEA,0.13520832
AS1_HEALTH,0.17429672
HAS_HYPERLIPIDEMI,0.21686326
HAS_HYPERTENSION,0.28764898
