,0
DII,0.012674649
AS1_SEX,0.015053576
AS1_PHYACTL,0.015321065
AS1_DRINK,0.016028054
AS1_JOBB,0.016980108
HOMA_IR,0.01797049
AS1_TOTALC,0.018092051
KHEI90,0.01937038
AS1_INCOME,0.020510504
PRAL,0.0209859
AI,0.021803131
AS1_EDUA,0.022306897
AS1_TIED,0.028304059
HAS_HYPERLIPIDEMI,0.03020181
AS1_SLPAMSF,0.03341709
AS1_HVSMAM,0.034186948
AS1_AGE,0.044600032
AS1_PHYACTM,0.05487815
AS1_SMOKEA,0.05494392
AS1_PHYACTH,0.05553353
AS1_HEALTH,0.07008962
HAS_DIABETES,0.08702529
HAS_HYPERTENSION,0.2897227
