,0
AS1_INCOME,0.035040114
HAS_HYPERLIPIDEMI,0.03987552
AS1_EDUA,0.041217063
AS1_PHYACTH,0.04224699
AS1_AGE,0.052672837
AS1_HVSMAM,0.05405515
HAS_DIABETES,0.072725825
AS1_PHYACTM,0.075638905
AS1_HEALTH,0.10964036
AS1_SMOKEA,0.112112604
HAS_HYPERTENSION,0.36477458
