,0
AS1_SEX,0.023209052
AS1_INCOME,0.034030486
AS1_EDUA,0.037284147
HAS_HYPERLIPIDEMI,0.04462031
AS1_TIED,0.046620835
AS1_AGE,0.051065676
AS1_PHYACTH,0.05324386
AS1_HVSMAM,0.054889355
AS1_PHYACTM,0.062627725
HAS_DIABETES,0.07045721
AS1_SMOKEA,0.11459015
AS1_HEALTH,0.12451368
HAS_HYPERTENSION,0.28284746
