,0
AS1_PHYACTH,0.0660416
AS1_AGE,0.08103891
HAS_HYPERLIPIDEMI,0.08396108
AS1_PHYACTM,0.092311166
AS1_HEALTH,0.10907571
AS1_SMOKEA,0.12698548
HAS_DIABETES,0.13287717
HAS_HYPERTENSION,0.30770892
