,0
AS1_HVSMAM,0.051998127
AS1_PHYACTH,0.08214677
AS1_AGE,0.082283325
AS1_PHYACTM,0.08273275
AS1_HEALTH,0.09818901
HAS_HYPERLIPIDEMI,0.10470039
HAS_DIABETES,0.11779752
AS1_SMOKEA,0.12309179
HAS_HYPERTENSION,0.25706035
