,0
KHEI90,0.017895138
HOMA_IR,0.020562822
PRAL,0.021739654
AS1_HVSMAM,0.024466425
AS1_EDUA,0.025735522
AS1_INCOME,0.026382774
AS1_TIED,0.028996529
HAS_HYPERLIPIDEMI,0.032574613
AS1_SEX,0.033975225
AS1_DRINK,0.037272662
AS1_SLPAMSF,0.037695963
AS1_PHYACTH,0.042276837
AS1_AGE,0.04509585
AS1_HEALTH,0.061584566
AS1_PHYACTM,0.06607257
HAS_DIABETES,0.08131607
AS1_SMOKEA,0.09058075
HAS_HYPERTENSION,0.305776
