,0
PRAL,0.017479453
AS1_EDUA,0.024941364
HOMA_IR,0.026743516
AS1_SEX,0.02719814
AS1_INCOME,0.028017942
AS1_PHYACTH,0.031142492
AS1_DRINK,0.031447083
AS1_HVSMAM,0.035244025
AS1_TIED,0.037305687
HAS_HYPERLIPIDEMI,0.048375204
AS1_AGE,0.051396
AS1_SLPAMSF,0.053093813
AS1_PHYACTM,0.05486889
AS1_HEALTH,0.059777945
HAS_DIABETES,0.06719656
AS1_SMOKEA,0.09686072
HAS_HYPERTENSION,0.30891114
