,0
AS1_JOBB,0.015705695
AS1_PHYACTL,0.015931537
KHEI90,0.016610608
AS1_TOTALC,0.018275205
PRAL,0.020432277
AS1_HVSMAM,0.02111305
AS1_DRINK,0.021602761
AS1_EDUA,0.02504687
AI,0.02506652
AS1_INCOME,0.025373498
HOMA_IR,0.026343301
AS1_SEX,0.027752938
HAS_HYPERLIPIDEMI,0.03293466
AS1_TIED,0.033848107
AS1_AGE,0.040447123
AS1_SLPAMSF,0.040847894
AS1_SMOKEA,0.052834056
AS1_PHYACTM,0.05482887
AS1_PHYACTH,0.058055114
AS1_HEALTH,0.065745085
HAS_DIABETES,0.070201896
HAS_HYPERTENSION,0.29100296
