,0
AS1_PHYACTL,0.014260765
KHEI90,0.015714202
AS1_INCOME,0.016519172
AS1_EDUA,0.017815432
AS1_HVSMAM,0.019268835
HOMA_IR,0.020407295
PRAL,0.024861759
AS1_SEX,0.028447669
AS1_TIED,0.030638508
AS1_SLPAMSF,0.033276126
HAS_HYPERLIPIDEMI,0.033806328
AS1_DRINK,0.036254875
AS1_AGE,0.040721588
AS1_PHYACTH,0.04432969
AS1_PHYACTM,0.05217367
AS1_HEALTH,0.06138226
HAS_DIABETES,0.07151903
AS1_SMOKEA,0.103241675
HAS_HYPERTENSION,0.33536112
